curve code,temperature,growth rate original,growth rate mu,
575,22,1.165,0.807516465,
576,4,0.605,0.419354044,
576,5,0.842,0.583629926,
576,12,1.548,1.072991836,
576,18,2.222,1.540173035,
576,22,2.609,1.808420994,
577,2,0.06,0.06,
577,6,0.066,0.066,
577,11,0.064,0.064,
577,16,0.071,0.071,
577,21,0.056,0.056,
578,2,0.118,0.118,
578,6,0.125,0.125,
578,11,0.131,0.131,
578,16,0.137,0.137,
578,21,0.11,0.11,
579,2,0.199,0.199,
579,6,0.226,0.226,
579,11,0.253,0.253,
579,16,0.266,0.266,
579,21,0.218,0.218,
580,2,0.266,0.266,
580,6,0.334,0.334,
580,11,0.442,0.442,
580,16,0.483,0.483,
580,21,0.409,0.409,
581,2,0.285,0.285,
581,6,0.375,0.375,
581,11,0.598,0.598,
581,16,0.726,0.726,
581,21,0.685,0.685,
582,2,0.285,0.285,
582,6,0.375,0.375,
582,11,0.645,0.645,
582,16,0.84,0.84,
582,21,0.882,0.882,
583,2,0.285,0.285,
583,6,0.375,0.375,
583,11,0.645,0.645,
583,16,0.847,0.847,
583,21,0.917,0.917,
584,7,0.018,0.012476649,
584,15,0.039,0.02703274,
584,25,0.051,0.035350506,
585,7,0.039,0.02703274,
585,15,0.085,0.05891751,
585,25,0.103,0.07139416,
586,7,0.042,0.029112182,
586,15,0.127,0.088029692,
586,25,0.148,0.102585783,
587,7,0.064,0.04436142,
587,15,0.158,0.109517255,
587,25,0.191,0.132391111,
588,7,0.037,0.025646446,
588,15,0.153,0.106051519,
588,25,0.177,0.122687051,
589,7,0.073,0.050599744,
589,15,0.238,0.164969029,
589,25,0.391,0.271020548,
590,7,0.098,0.067928424,
590,15,0.33,0.22873857,
590,25,0.58,0.402025365,
591,7,0.098,0.067928424,
591,15,0.348,0.241215219,
591,25,0.769,0.533030182,
592,7,0.074,0.051292891,
592,15,0.202,0.14001573,
592,25,0.331,0.229431717,
593,7,0.08,0.055451774,
593,15,0.399,0.276565725,
593,25,0.644,0.446386784,
594,7,0.067,0.046440861,
594,15,0.503,0.348653032,
594,25,0.859,0.595413428,
595,7,0.043,0.029805329,
595,15,0.46,0.318847703,
595,25,0.988,0.684829414,
596,10,0.51,0.51,
596,15,1.42,1.42,
596,21,1.2,1.2,
597,10,0.58,0.58,
597,15,1.31,1.31,
597,21,1.14,1.14,
598,10,0.4,0.4,
598,15,0.68,0.68,
598,21,0.56,0.56,
599,15,0.63,0.63,
599,21,1.02,1.02,
600,15,0.64,0.64,
600,21,1.03,1.03,
601,15,0.58,0.58,
601,21,0.79,0.79,
602,7,0,0,
602,13,0.351,0.351,
602,16,0.65,0.65,
602,18,1.036,1.036,
602,21,1.517,1.517,
602,24,1.842,1.842,
602,27,1.908,1.908,
602,29,2.354,2.354,
603,7,0,0,
603,13,0.17,0.17,
603,16,0.529,0.529,
603,18,0.915,0.915,
603,21,1.456,1.456,
603,24,1.608,1.608,
603,27,1.873,1.873,
603,29,2.01,2.01,
604,15,0.299,0.299,
604,20,0.522,0.522,
604,25,0.635,0.635,
605,20,0.3,0.3,
605,25,0.404,0.404,
605,30,0.436,0.436,
606,15,0.332,0.332,
606,20,0.434,0.434,
606,25,0.533,0.533,
607,11.5,0,0,
607,13,0.609,0.422126633,
607,16,0.812,0.562835511,
607,20,1.051,0.728497687,
607,23,1.13,0.783256314,
608,13,0.67,0.464408611,
608,16,0.98,0.679284237,
608,20,0.966,0.669580176,
609,10,0,0,
609,13,1.085,0.752064691,
609,16,1.241,0.860195651,
609,20,1.372,0.950997932,
609,23,1.352,0.937134988,
610,10,1.079,0.747905808,
610,13,1.341,0.929510369,
610,16,1.597,1.106956047,
610,20,1.847,1.280242842,
610,23,1.878,1.301730405,
611,12.5,0,0,
611,15,0.105,0.105,
611,17.5,0.233,0.233,
611,20,0.329,0.329,
611,22.5,0.407,0.407,
611,25,0.425,0.425,
611,27.5,0.508,0.508,
611,30,0.476,0.476,
612,12.5,0,0,
612,15,0.092,0.092,
612,17.5,0.27,0.27,
612,20,0.361,0.361,
612,22.5,0.398,0.398,
612,25,0.458,0.458,
612,27.5,0.508,0.508,
612,30,0.458,0.458,
613,10,0,0,
613,12.5,0.096,0.096,
613,15,0.101,0.101,
613,17.5,0.275,0.275,
613,20,0.307,0.307,
613,22.5,0.389,0.389,
613,25,0.448,0.448,
613,27.5,0.517,0.517,
613,30,0.494,0.494,
614,10,0,0,
614,12.5,0.078,0.078,
614,15,0.096,0.096,
614,17.5,0.27,0.27,
614,20,0.384,0.384,
614,22.5,0.416,0.416,
614,25,0.526,0.526,
614,27.5,0.544,0.544,
614,30,0.535,0.535,
615,10,0,0,
615,12.5,0.092,0.092,
615,15,0.092,0.092,
615,17.5,0.265,0.265,
615,20,0.343,0.343,
615,22.5,0.398,0.398,
615,25,0.503,0.503,
615,27.5,0.572,0.572,
615,30,0.526,0.526,
616,10,0,0,
616,12.5,0.092,0.092,
616,15,0.078,0.078,
616,17.5,0.238,0.238,
616,20,0.316,0.316,
616,22.5,0.398,0.398,
616,25,0.49,0.49,
616,27.5,0.558,0.558,
616,30,0.526,0.526,
617,12.5,0,0,
617,15,0.102,0.102,
617,17.5,0.205,0.205,
617,20,0.265,0.265,
617,22.5,0.295,0.295,
617,25,0.427,0.427,
617,27.5,0.504,0.504,
617,30,0.516,0.516,
618,12.5,0,0,
618,15,0.111,0.111,
618,17.5,0.205,0.205,
618,20,0.29,0.29,
618,22.5,0.277,0.277,
618,25,0.47,0.47,
618,27.5,0.499,0.499,
618,30,0.504,0.504,
619,12.5,0,0,
619,15,0.111,0.111,
619,17.5,0.248,0.248,
619,20,0.29,0.29,
619,22.5,0.295,0.295,
619,25,0.427,0.427,
619,27.5,0.512,0.512,
619,30,0.487,0.487,
620,10,0,0,
620,12.5,0.081,0.081,
620,15,0.064,0.064,
620,17.5,0.273,0.273,
620,20,0.277,0.277,
620,22.5,0.35,0.35,
620,25,0.499,0.499,
620,27.5,0.576,0.576,
620,30,0.529,0.529,
621,10,0,0,
621,12.5,0.09,0.09,
621,15,0.06,0.06,
621,17.5,0.277,0.277,
621,20,0.35,0.35,
621,22.5,0.32,0.32,
621,25,0.452,0.452,
621,27.5,0.576,0.576,
621,30,0.516,0.516,
622,10,0,0,
622,12.5,0.077,0.077,
622,15,0.085,0.085,
622,17.5,0.23,0.23,
622,20,0.29,0.29,
622,22.5,0.35,0.35,
622,25,0.474,0.474,
622,27.5,0.529,0.529,
622,30,0.474,0.474,
623,10,0,0,
623,12.5,0.095,0.095,
623,15,0.18,0.18,
623,17.5,0.23,0.23,
623,20,0.265,0.265,
623,22.5,0.355,0.355,
623,25,0.495,0.495,
623,27.5,0.515,0.515,
623,30,0.475,0.475,
624,10,0.085,0.085,
624,12.5,0.105,0.105,
624,15,0.19,0.19,
624,17.5,0.275,0.275,
624,20,0.345,0.345,
624,22.5,0.385,0.385,
624,25,0.485,0.485,
624,27.5,0.54,0.54,
624,30,0.47,0.47,
625,10,0.085,0.085,
625,12.5,0.12,0.12,
625,15,0.205,0.205,
625,17.5,0.245,0.245,
625,20,0.355,0.355,
625,22.5,0.365,0.365,
625,25,0.47,0.47,
625,27.5,0.525,0.525,
625,30,0.48,0.48,
626,10,0.075,0.075,
626,12.5,0.125,0.125,
626,15,0.18,0.18,
626,17.5,0.25,0.25,
626,20,0.335,0.335,
626,22.5,0.405,0.405,
626,25,0.55,0.55,
626,27.5,0.58,0.58,
626,30,0.48,0.48,
627,10,0.075,0.075,
627,12.5,0.13,0.13,
627,15,0.195,0.195,
627,17.5,0.25,0.25,
627,20,0.355,0.355,
627,22.5,0.39,0.39,
627,25,0.565,0.565,
627,27.5,0.615,0.615,
627,30,0.53,0.53,
628,10,0.09,0.09,
628,12.5,0.125,0.125,
628,15,0.19,0.19,
628,17.5,0.28,0.28,
628,20,0.365,0.365,
628,22.5,0.44,0.44,
628,25,0.56,0.56,
628,27.5,0.58,0.58,
628,30,0.525,0.525,
629,12.5,0,0,
629,15,0.133,0.133,
629,17.5,0.262,0.262,
629,20,0.381,0.381,
629,22.5,0.414,0.414,
629,25,0.448,0.448,
629,27.5,0.529,0.529,
629,30,0.514,0.514,
630,10,0,0,
630,12.5,0.095,0.095,
630,15,0.143,0.143,
630,17.5,0.295,0.295,
630,20,0.376,0.376,
630,22.5,0.429,0.429,
630,25,0.514,0.514,
630,27.5,0.548,0.548,
630,30,0.548,0.548,
631,10,0,0,
631,12.5,0.062,0.062,
631,15,0.143,0.143,
631,17.5,0.31,0.31,
631,20,0.395,0.395,
631,22.5,0.41,0.41,
631,25,0.495,0.495,
631,27.5,0.548,0.548,
631,30,0.51,0.51,
632,10,0,0,
632,12.5,0.081,0.081,
632,15,0.214,0.214,
632,17.5,0.295,0.295,
632,20,0.395,0.395,
632,22.5,0.395,0.395,
632,25,0.481,0.481,
632,27.5,0.581,0.581,
632,30,0.495,0.495,
633,10,0,0,
633,12.5,0.076,0.076,
633,15,0.181,0.181,
633,17.5,0.281,0.281,
633,20,0.362,0.362,
633,22.5,0.443,0.443,
633,25,0.514,0.514,
633,27.5,0.614,0.614,
633,30,0.51,0.51,
634,12.5,0,0,
634,15,0.181,0.181,
634,17.5,0.329,0.329,
634,20,0.395,0.395,
634,22.5,0.395,0.395,
634,25,0.529,0.529,
634,27.5,0.543,0.543,
634,30,0.514,0.514,
635,5,0.883,0.883,
635,10,1.07,1.07,
635,15,1.507,1.507,
635,20,1.7,1.7,
635,25,0.55,0.55,
635,30,0,0,
636,5,0.135,0.135,
636,10,0.41,0.41,
636,15,0.581,0.581,
636,20,0.78,0.78,
636,25,0,0,
637,3,0.58,0.402025365,
637,18,0.56,0.388162421,
638,6,0.32,0.32,
638,9,0.226,0.226,
638,12,0.681,0.681,
638,15,0.97,0.97,
638,20,1.377,1.377,
638,25,0.813,0.813,
639,9,0,0,
639,12,0.207,0.207,
639,15,0.633,0.633,
639,20,0.813,0.813,
639,25,0.884,0.884,
640,6,0,0,
640,9,0.014,0.014,
640,12,0.343,0.343,
640,15,0.388,0.388,
640,20,0.442,0.442,
640,25,0,0,
641,6,0,0,
641,9,0.014,0.014,
641,12,0.569,0.569,
641,15,0.317,0.317,
641,20,0.305,0.305,
641,25,0,0,
642,6,0.141,0.141,
642,12,0.343,0.343,
642,15,0.388,0.388,
642,20,0.357,0.357,
643,9,0,0,
643,25,0.324,0.324,
644,12.3,0.05,0.034657359,
644,14.2,0.172,0.119221315,
644,16.1,0.102,0.070701012,
644,17.9,0.147,0.101892636,
644,19.8,0.208,0.144174614,
644,21.7,0.132,0.091495428,
644,23.5,0.175,0.121300757,
644,25.2,0.143,0.099120047,
644,26.9,0.157,0.108824107,
644,28.6,0.274,0.189922327,
644,30.4,0.188,0.13031167,
645,15.5,0.149,0.10327893,
645,17.2,0.05,0.034657359,
645,18.9,0.116,0.080405073,
645,20.7,0.172,0.119221315,
645,22.4,0.068,0.047134008,
645,24,0.183,0.126845934,
645,25.7,0.256,0.177445678,
645,27.4,0.256,0.177445678,
645,29,0.277,0.192001769,
645,30.3,0.244,0.169127912,
646,16.4,0.073,0.050599744,
646,18,0.171,0.118528168,
646,19.7,0.343,0.237749483,
646,21.4,0.423,0.293201257,
646,23,0.453,0.313995673,
646,24.7,0.509,0.352811915,
646,26.5,0.541,0.374992625,
646,28,0.572,0.396480187,
646,29.4,0.541,0.374992625,
646,30.7,0.24,0.166355323,
647,13.3,0.129,0.089415986,
647,13.9,0.139,0.096347458,
647,15.1,0.226,0.156651263,
647,15.6,0.289,0.200319535,
647,17.2,0.361,0.250226132,
647,17.3,0.367,0.254385015,
647,19,0.305,0.21140989,
647,19,0.377,0.261316487,
647,20.7,0.074,0.051292891,
647,20.7,0.427,0.295973846,
647,22.3,0.463,0.320927145,
647,22.6,0.162,0.112289843,
647,23.9,0.12,0.083177662,
647,24.4,0.086,0.059610658,
647,25.9,0.084,0.058224363,
647,26.1,0.103,0.07139416,
647,27.3,0.088,0.060996952,
647,27.6,0.089,0.061690099,
647,29.1,0.463,0.320927145,
647,29.5,0.197,0.136549995,
647,31.2,0.151,0.104665224,
649,14.9,0.212,0.146947202,
649,16.5,0.287,0.198933241,
649,18.2,0.246,0.170514206,
649,19.8,0.422,0.29250811,
649,21.7,0.521,0.361129681,
649,23.3,0.484,0.335483235,
649,25,0.427,0.295973846,
649,26.6,0.394,0.273099989,
649,28.4,0.381,0.264089076,
650,8,0.984,0.682056648,
650,9,1.06,0.73473582,
650,12.5,1.36,0.94267992,
650,15,1.83,1.26845901,
650,20,3.08,2.13489276,
650,25,3.02,2.09330394,
651,10,0,0,
651,13,0.188,0.13031167,
651,13,0.29,0.201012682,
651,13,0.301,0.208637301,
651,13,0.343,0.237749483,
651,13,0.406,0.281417755,
651,13,0.481,0.333403794,
651,13,0.624,0.432523841,
651,13,0.687,0.476192113,
651,15,0.436,0.302212171,
651,15,0.552,0.382617244,
651,15,0.573,0.397173334,
651,15,0.594,0.411729425,
651,15,0.627,0.434603282,
651,15,0.728,0.504611147,
651,15,0.761,0.527485004,
651,15,0.845,0.585709368,
651,15,0.907,0.628684493,
651,18,0.666,0.461636022,
651,18,0.699,0.484509879,
651,18,0.791,0.54827942,
651,18,0.863,0.598186017,
651,18,0.916,0.634922817,
651,18,0.958,0.664034999,
651,18,0.988,0.684829414,
651,18,1.054,0.730577128,
651,20,0.758,0.525405563,
651,20,0.803,0.556597186,
651,20,0.833,0.577391601,
651,20,0.854,0.591947692,
651,20,0.875,0.606503783,
651,20,0.925,0.641161142,
651,20,1.009,0.699385505,
651,22,0.699,0.484509879,
651,22,0.863,0.598186017,
651,22,0.896,0.621059874,
651,22,0.988,0.684829414,
651,22,1.009,0.699385505,
651,22,1.033,0.716021038,
651,22,1.051,0.728497687,
651,24.5,0.707,0.490055057,
651,24.5,0.845,0.585709368,
651,24.5,0.925,0.641161142,
651,24.5,0.988,0.684829414,
651,24.5,1.03,0.713941596,
651,24.5,1.042,0.722259362,
651,24.5,1.072,0.743053778,
651,24.5,1.096,0.75968931,
651,26.5,0.666,0.461636022,
651,26.5,0.779,0.539961654,
651,26.5,0.854,0.591947692,
651,26.5,0.91,0.630763934,
651,26.5,0.952,0.659876116,
651,26.5,0.982,0.680670531,
651,26.5,1.024,0.709782713,
651,26.5,1.036,0.718100479,
651,26.5,1.066,0.738894894,
651,26.5,1.129,0.782563167,
651,29,0.418,0.289735521,
651,29,0.627,0.434603282,
651,29,0.66,0.457477139,
651,29,0.693,0.480350996,
651,29,0.722,0.500452264,
651,29,0.815,0.564914952,
651,29,0.901,0.62452561,
651,29,0.952,0.659876116,
651,31,0,0,
651,31,0.128,0.088722839,
651,31,0.17,0.117835021,
651,31,0.209,0.144867761,
651,31,0.367,0.254385015,
651,31,0.376,0.26062334,
651,31,0.397,0.275179431,
651,31,0.418,0.289735521,
661,10,0.393,0.393,
661,15,0.58,0.58,
661,20,0.992,0.992,
661,25,0.938,0.938,
662,15,0.08,0.08,
662,20,0.254,0.254,
662,25,0.408,0.408,
662,30,0.42,0.42,
662,35,0.379,0.379,
662,40,0.167,0.167,
663,15,0.103,0.103,
663,20,0.275,0.275,
663,25,0.282,0.282,
663,30,0.344,0.344,
663,35,0.356,0.356,
663,40,0.184,0.184,
664,15,0.138,0.138,
664,20,0.231,0.231,
664,25,0.346,0.346,
664,30,0.42,0.42,
664,35,0.31,0.31,
664,40,-0.09,-0.09,
665,15,0.144,0.144,
665,20,0.316,0.316,
665,25,0.436,0.436,
665,30,0.431,0.431,
665,35,0.397,0.397,
665,40,0.064,0.064,
666,15,0.162,0.162,
666,20,0.289,0.289,
666,25,0.42,0.42,
666,30,0.423,0.423,
666,35,0.354,0.354,
666,40,0.033,0.033,
667,15,0.074,0.074,
667,20,0.32,0.32,
667,25,0.434,0.434,
667,30,0.415,0.415,
667,35,0.443,0.443,
667,40,-0.108,-0.108,
668,15,0.092,0.092,
668,20,0.18,0.18,
668,25,0.289,0.289,
668,30,0.282,0.282,
668,35,0.275,0.275,
668,40,-0.062,-0.062,
669,15,0.279,0.279,
669,20,0.38,0.38,
669,25,0.384,0.384,
669,30,0.308,0.308,
669,35,0.061,0.061,
670,20,0.325,0.325,
670,25,0.88,0.88,
670,27,0.885,0.885,
670,30,1.107,1.107,
670,35,0.903,0.903,
671,20,0.332,0.332,
671,25,0.952,0.952,
671,27,1.022,1.022,
671,30,1.353,1.353,
671,35,1.373,1.373,
672,20,0.425,0.425,
672,25,1.154,1.154,
672,27,1.275,1.275,
672,30,1.678,1.678,
672,35,1.582,1.582,
673,10,0,0,
673,13,0.113,0.078325631,
673,15,0.221,0.153185527,
673,17,0.388,0.268941106,
673,18,0.434,0.300825876,
673,20,0.397,0.275179431,
673,21.5,0.412,0.285576638,
673,22.5,0.537,0.372220036,
673,24,0.529,0.366674859,
673,25.5,0.471,0.326472322,
673,26.5,0.515,0.356970798,
673,27.5,0.516,0.357663945,
673,29,0,0,
674,12,0,0,
674,14,0.022,0.022,
674,15,0.057,0.057,
674,16,0.083,0.083,
674,17,0.104,0.104,
674,19,0.136,0.136,
674,20,0.196,0.196,
674,21,0.188,0.188,
674,22,0.201,0.201,
674,23,0.258,0.258,
674,23.5,0.253,0.253,
674,24.5,0.285,0.285,
674,25.5,0.257,0.257,
674,27,0.257,0.257,
674,28,0.253,0.253,
674,29,0.286,0.286,
674,29.5,0.258,0.258,
674,30.5,0.275,0.275,
674,31.5,0.286,0.286,
674,33,0.257,0.257,
674,34,0.24,0.24,
674,35,0.244,0.244,
674,36,0.166,0.166,
674,37,0.192,0.192,
675,13.5,0.013,0.013,
675,15,0.055,0.055,
675,17,0.071,0.071,
675,17.5,0.107,0.107,
675,19,0.139,0.139,
675,20,0.175,0.175,
675,21,0.225,0.225,
675,21.5,0.232,0.232,
675,22.5,0.239,0.239,
675,24,0.264,0.264,
675,25.5,0.268,0.268,
675,27,0.279,0.279,
675,28,0.275,0.275,
675,28.5,0.303,0.303,
675,30,0.264,0.264,
675,30.5,0.311,0.311,
675,31.5,0.267,0.267,
675,32.5,0.261,0.261,
675,34,0.274,0.274,
675,34.5,0.261,0.261,
675,35.5,0.264,0.264,
675,37,0.185,0.185,
675,37.5,0.117,0.117,
675,40,0.111,0.111,
676,10.5,0.005,0.005,
676,12,0.091,0.091,
676,13,0.148,0.148,
676,14.5,0.148,0.148,
676,15.5,0.195,0.195,
676,16.5,0.188,0.188,
676,18.5,0.245,0.245,
676,19.5,0.212,0.212,
676,20.5,0.255,0.255,
676,21,0.252,0.252,
676,22,0.264,0.264,
676,23,0.284,0.284,
676,24,0.292,0.292,
676,25.5,0.277,0.277,
676,26.5,0.31,0.31,
676,27.5,0.288,0.288,
676,28.5,0.288,0.288,
676,29,0.314,0.314,
676,30.5,0.31,0.31,
676,31.5,0.291,0.291,
676,32.5,0.309,0.309,
676,33,0.312,0.312,
676,34,0.263,0.263,
676,36,0.158,0.158,
676,36.5,0.047,0.047,
677,12,0.014,0.014,
677,13.5,0.062,0.062,
677,14.5,0.093,0.093,
677,15.5,0.127,0.127,
677,17.5,0.153,0.153,
677,18.5,0.164,0.164,
677,19.5,0.205,0.205,
677,21,0.222,0.222,
677,22.5,0.219,0.219,
677,23,0.24,0.24,
677,24,0.256,0.256,
677,25,0.277,0.277,
677,26,0.266,0.266,
677,27,0.266,0.266,
677,28,0.274,0.274,
677,29,0.263,0.263,
677,30,0.266,0.266,
677,31,0.278,0.278,
677,32,0.281,0.281,
677,34,0.277,0.277,
677,35,0,0,
678,13.5,0.01,0.01,
678,15.5,0.085,0.085,
678,17,0.106,0.106,
678,18,0.147,0.147,
678,19.5,0.166,0.166,
678,20.5,0.147,0.147,
678,21.5,0.162,0.162,
678,22.5,0.188,0.188,
678,23.5,0.191,0.191,
678,24.5,0.216,0.216,
678,25,0.202,0.202,
678,27,0.217,0.217,
678,28,0.201,0.201,
678,28.5,0.248,0.248,
678,29,0.214,0.214,
678,30.5,0.247,0.247,
678,31,0.214,0.214,
678,33,0.251,0.251,
678,34,0.232,0.232,
678,35.5,0.166,0.166,
678,36.5,0.088,0.088,
678,37.5,0,0,
679,10.5,0.006,0.006,
679,12,0.035,0.035,
679,13.5,0.057,0.057,
679,15,0.108,0.108,
679,16.5,0.188,0.188,
679,18,0.24,0.24,
679,19.5,0.258,0.258,
679,20.5,0.292,0.292,
679,22,0.272,0.272,
679,23.5,0.319,0.319,
679,25,0.294,0.294,
679,26.5,0.319,0.319,
679,27.5,0.319,0.319,
679,29,0.306,0.306,
679,30,0.302,0.302,
679,31,0.306,0.306,
679,32.5,0.306,0.306,
679,34,0.319,0.319,
679,35,0.319,0.319,
679,36,0.306,0.306,
679,37.5,0.319,0.319,
679,38.5,0.34,0.34,
679,40,0.298,0.298,
679,41.5,0.328,0.328,
679,42.5,0.281,0.281,
679,44.5,0.306,0.306,
680,5,0.229,0.158730704,
680,10,0.243,0.168434765,
680,15,0.254,0.176059384,
680,20,0.282,0.195467505,
680,25,0.192,0.133084259,
681,5,0,0,
681,10,0.163,0.11298299,
681,15,0.292,0.202398977,
681,20,0.208,0.144174614,
681,25,0.143,0.099120047,
682,5,0,0,
682,10,0.066,0.045747714,
682,15,0.274,0.189922327,
682,20,0.337,0.2335906,
682,25,0.215,0.149026644,
683,5,0.037,0.025646446,
683,10,0.164,0.113676138,
683,15,0.215,0.149026644,
683,20,0.337,0.2335906,
683,25,0.275,0.190615475,
684,12.5,0.254,0.254,
684,16.5,0.44,0.44,
684,20.5,0.534,0.534,
684,24.5,0.561,0.561,
684,27.5,0.591,0.591,
684,27.5,0.491,0.491,
686,15,0,0,
686,17,0.283,0.283,
686,18,0.285,0.285,
686,19,0.326,0.326,
686,21,0.36,0.36,
686,22,0.49,0.49,
686,23,0.54,0.54,
686,24,0.575,0.575,
686,25,0.623,0.623,
686,26,0.587,0.587,
686,27,0.609,0.609,
686,28,0.471,0.471,
686,29,0.332,0.332,
686,30,0,0,
687,15,0,0,
687,17,0.166,0.166,
687,18,0.166,0.166,
687,19,0.227,0.227,
687,22,0.366,0.366,
687,23,0.401,0.401,
687,24,0.443,0.443,
687,25,0.498,0.498,
687,26,0.435,0.435,
687,27,0.471,0.471,
687,28,0.429,0.429,
687,29,0.435,0.435,
687,30,0.449,0.449,
687,31,0.429,0.429,
687,33,0,0,
688,11,0.088,0.088,
688,13,0.205,0.205,
688,14,0.236,0.236,
688,15,0.236,0.236,
688,17,0.3,0.3,
688,18,0.3,0.3,
688,19,0.323,0.323,
688,22,0.365,0.365,
688,23,0.401,0.401,
688,24,0.394,0.394,
688,25,0.396,0.396,
688,26,0.377,0.377,
688,27,0.337,0.337,
688,28,0,0,
689,11,0.099,0.099,
689,13,0.194,0.194,
689,14,0.212,0.212,
689,15,0.242,0.242,
689,18,0.271,0.271,
689,19,0.33,0.33,
689,24,0.46,0.46,
689,25,0.464,0.464,
689,26,0.424,0.424,
689,28,0.282,0.282,
689,29,0,0,
690,20,0.026,0.364,
690,20,0.027,0.378,
690,20,0.03,0.42,
690,28,0.044,0.616,
690,28,0.046,0.644,
690,32,0.051,0.714,
690,32,0.054,0.756,
690,36,0.027,0.378,
690,36,0.031,0.434,
693,25,0.078,0.078,
693,26,0.812,0.812,
693,27,0.812,0.812,
693,28,1.2,1.2,
693,29,1.2,1.2,
693,30,1.2,1.2,
693,31,0.078,0.078,
694,25,0.078,0.078,
694,26,0.802,0.802,
694,27,0.802,0.802,
694,28,1.02,1.02,
694,29,1.02,1.02,
694,30,1.06,1.06,
694,31,0.078,0.078,
695,25,0.078,0.078,
695,26,0.078,0.078,
695,27,0.093,0.093,
695,28,0.491,0.491,
695,29,0.491,0.491,
695,30,0.078,0.078,
695,31,0.078,0.078,
696,20,0.0355,0.497,
696,25,0.0405,0.567,
696,30,0.0466,0.6524,
696,35,0.0384,0.5376,
697,15,2.467,1.709994094,
697,20,2.618,1.814659319,
697,23,2.88,1.99626388,
697,26,3.187,2.209060064,
697,30,3.1,2.14875626,
698,15,1.852,1.283708578,
698,20,1.995,1.382828625,
698,23,2.606,1.806341553,
698,26,2.987,2.070430628,
698,30,1.602,1.110421783,
699,15,2.285,1.583841308,
699,20,2.516,1.743958306,
699,23,2.388,1.655235467,
699,26,1.465,1.01546062,
700,15,1.298,0.89970504,
700,20,2.39,1.656621762,
700,23,1.849,1.281629137,
700,26,1.453,1.007142853,
701,15,1.997,1.38421492,
701,20,2.185,1.51452659,
701,23,1.994,1.382135478,
702,18.5,0,0,
702,20,0.028,0.028,
702,21,0.098,0.098,
702,24,0.185,0.185,
702,27,0.249,0.249,
702,30,0.21,0.21,
702,31,0.155,0.155,
702,32,0.149,0.149,
702,34,0.072,0.072,
702,36,0,0,
703,14,0.35,0.35,
703,20,0.98,0.98,
703,28,0.89,0.89,
704,14,0.43,0.43,
704,20,1.17,1.17,
704,28,1.19,1.19,
705,14,0.95,0.95,
705,20,1.19,1.19,
705,28,0.56,0.56,
706,14,0.007,0.098,
706,20,0.0711,0.9954,
706,23,0.11,1.54,
706,26,0.1343,1.8802,
706,28,0.1423,1.9922,
706,30,0.1642,2.2988,
706,32,0.1587,2.2218,
706,36,0.1209,1.6926,
707,4,0.23,0.23,
707,6,0.39,0.39,
707,9,0.4,0.4,
707,14,0.26,0.26,
707,20,0.19,0.19,
707,30,0.05,0.05,
708,4,0.34,0.34,
708,6,0.26,0.26,
708,9,0.23,0.23,
708,14,0.27,0.27,
708,20,0.25,0.25,
708,30,0.17,0.17,
709,4,0.08,0.08,
709,6,0.17,0.17,
709,9,0.14,0.14,
709,14,0.25,0.25,
709,20,0.16,0.16,
709,30,0.03,0.03,
710,8,0.358,0.358,
710,10,0.551,0.551,
710,14,0.591,0.591,
710,17,0.412,0.412,
710,20,0,0,
711,8,0.5,0.5,
711,10,0.72,0.72,
711,14,0.755,0.755,
711,17,0.73,0.73,
711,20,0.219,0.219,
712,8,0.642,0.642,
712,10,0.741,0.741,
712,14,0.843,0.843,
712,17,0.792,0.792,
712,20,0.577,0.577,
713,8,0.577,0.577,
713,10,0.883,0.883,
713,14,0.949,0.949,
713,17,0.894,0.894,
713,20,0.507,0.507,
714,0,0.171,0.171,
714,2,0.181,0.181,
714,4,0.241,0.241,
714,5,0,0,
715,0,0.243,0.243,
715,2,0.208,0.208,
715,4,0.251,0.251,
715,6,0.127,0.127,
715,7,0,0,
716,0,0.261,0.261,
716,2,0.236,0.236,
716,4,0.34,0.34,
716,6,0.151,0.151,
716,7,0,0,
717,0,0.298,0.298,
717,2,0.268,0.268,
717,4,0.375,0.375,
717,6,0.129,0.129,
717,7,0,0,
718,1,0.303,0.303,
718,5,0.387,0.387,
718,7,0.37,0.37,
718,8,0,0,
719,1,0.407,0.407,
719,5,0.519,0.519,
719,7,0.397,0.397,
719,8,0,0,
720,1,0.494,0.494,
720,5,0.529,0.529,
720,7,0.414,0.414,
720,8,0,0,
721,1,0.442,0.442,
721,5,0.561,0.561,
721,7,0.432,0.432,
721,8,0,0,
722,0,0.312,0.312,
722,3,0.51,0.51,
722,4,0.547,0.547,
722,7,0.319,0.319,
722,8,0,0,
723,0,0.502,0.502,
723,3,0.564,0.564,
723,4,0.606,0.606,
723,7,0.458,0.458,
723,8,0,0,
724,0,0.545,0.545,
724,3,0.579,0.579,
724,4,0.71,0.71,
724,7,0.364,0.364,
724,8,0,0,
725,0,0.562,0.562,
725,3,0.631,0.631,
725,4,0.78,0.78,
725,7,0.295,0.295,
725,8,0,0,
726,1,0.298,0.298,
726,3,0.413,0.413,
726,5,0.46,0.46,
726,7,0.322,0.322,
726,8,0.26,0.26,
726,9,0,0,
727,1,0.323,0.323,
727,3,0.613,0.613,
727,5,0.59,0.59,
727,7,0.444,0.444,
727,8,0.39,0.39,
727,9,0,0,
728,1,0.481,0.481,
